t, vel_x_des, vel_x_act, vel_y_des, vel_y_act, w_des, w_act, zero, roll, pitch, height_target, height, z_left, z_right
2.862,0,-0.22298,0,-0.00087018,0,-0.118622,0,0.014615,-0.0744419,0.643,0.647845,-0.00482613,-0.000200863
2.864,0,-0.222816,0,-0.000237431,0,-0.119008,0,0.0145138,-0.0739561,0.643,0.647771,-0.00483028,-0.000206636
2.866,0,-0.222545,0,0.000446,0,-0.118647,0,0.0144118,-0.0735173,0.643,0.647701,-0.00481834,-0.000203285
2.868,0,-0.222172,0,0.00117844,0,-0.117599,0,0.0143095,-0.0731095,0.643,0.647634,-0.00479769,-0.000197524
2.87,0,-0.221403,0,0.00190805,0,-0.115211,0,0.0142075,-0.0727166,0.643,0.647569,-0.00477456,-0.000195416
2.872,0,-0.220548,0,0.00268514,0,-0.112274,0,0.0141061,-0.0723241,0.643,0.647504,-0.00475454,-0.000202428
2.874,0,-0.219616,0,0.00350588,0,-0.108844,0,0.0140046,-0.0719209,0.643,0.64744,-0.00474257,-0.000223533
2.876,0,-0.218527,0,0.00467894,0,-0.104016,0,0.013902,-0.0714963,0.643,0.647376,-0.00474295,-0.000240204
2.878,0,-0.217316,0,0.00588132,0,-0.099001,0,0.0137969,-0.0710396,0.643,0.647311,-0.00475936,-0.00025517
2.88,0,-0.215917,0,0.00677725,0,-0.0952073,0,0.0136899,-0.0705393,0.643,0.647245,-0.00476828,-0.00024965
2.882,0,-0.214443,0,0.00770685,0,-0.0909076,0,0.0135813,-0.0699862,0.643,0.647178,-0.00476192,-0.000239001
2.884,0,-0.213607,0,0.00816474,0,-0.0898761,0,0.0134714,-0.0694184,0.643,0.647113,-0.00474751,-0.000229312
2.886,0,-0.212675,0,0.00867103,0,-0.0882626,0,0.0133603,-0.0688725,0.643,0.647051,-0.00473106,-0.000226018
2.888,0,-0.211656,0,0.00921574,0,-0.0861239,0,0.0132479,-0.0683374,0.643,0.646992,-0.00471809,-0.000234057
2.89,0,-0.21054,0,0.00977829,0,-0.0832716,0,0.0131346,-0.0678045,0.643,0.646935,-0.00471347,-0.000257723
2.892,0,-0.209256,0,0.0107894,0,-0.0789814,0,0.0130192,-0.0672628,0.643,0.646879,-0.00472134,-0.000273709
2.894,0,-0.207768,0,0.0114966,0,-0.0760121,0,0.0129008,-0.066701,0.643,0.646825,-0.00472444,-0.000274143
2.896,0,-0.205923,0,0.0120675,0,-0.0729407,0,0.0127808,-0.0661064,0.643,0.646772,-0.00472547,-0.000265568
2.898,0,-0.204,0,0.0126726,0,-0.0694053,0,0.0126598,-0.0654696,0.643,0.64672,-0.00470783,-0.000254075
2.9,0,-0.202013,0,0.0132887,0,-0.0654604,0,0.0125378,-0.0647846,0.643,0.646668,-0.00468579,-0.000245194
2.902,0,-0.199977,0,0.0138239,0,-0.0611495,0,0.0124159,-0.0640477,0.643,0.646615,-0.00466494,-0.000243688
2.904,0,-0.198819,0,0.0139504,0,-0.0600547,0,0.0122941,-0.0633019,0.643,0.646564,-0.00465023,-0.000253838
2.906,0,-0.197554,0,0.0142079,0,-0.0582784,0,0.0121714,-0.0625869,0.643,0.646519,-0.00464597,-0.000279606
2.908,0,-0.19611,0,0.0149668,0,-0.0548878,0,0.0120459,-0.061891,0.643,0.646478,-0.00465573,-0.000298294
2.91,0,-0.19435,0,0.0153014,0,-0.0527982,0,0.0119172,-0.0612037,0.643,0.646443,-0.00466206,-0.000302096
2.912,0,-0.192474,0,0.0155578,0,-0.0505621,0,0.0117874,-0.0605128,0.643,0.646412,-0.0046671,-0.000296981
2.914,0,-0.190528,0,0.0157302,0,-0.0478926,0,0.0116587,-0.0598124,0.643,0.646385,-0.00465459,-0.000288376
2.916,0,-0.188504,0,0.0159361,0,-0.0448442,0,0.0115324,-0.0590964,0.643,0.64636,-0.00463808,-0.000281304
2.918,0,-0.186413,0,0.0161736,0,-0.0414692,0,0.0114091,-0.0583592,0.643,0.646339,-0.00462273,-0.000280353
2.92,0,-0.184276,0,0.0165259,0,-0.0378822,0,0.0112882,-0.0575961,0.643,0.646319,-0.00461299,-0.000289619
2.922,0,-0.18205,0,0.0168993,0,-0.0342388,0,0.0111677,-0.0568048,0.643,0.6463,-0.00461268,-0.000312803
2.924,0,-0.18047,0,0.0172129,0,-0.0307839,0,0.0110471,-0.0560137,0.643,0.646283,-0.00462513,-0.000332678
2.926,0,-0.178633,0,0.0170873,0,-0.0285598,0,0.0109267,-0.0552467,0.643,0.646272,-0.00463422,-0.000350721
2.928,0,-0.176668,0,0.0169009,0,-0.0263022,0,0.010811,-0.0544927,0.643,0.646268,-0.00464195,-0.000349844
2.93,0,-0.174614,0,0.0167511,0,-0.0236611,0,0.0106997,-0.0537447,0.643,0.646268,-0.00463261,-0.000343018
2.932,0,-0.172506,0,0.01677,0,-0.0208267,0,0.0105913,-0.0529973,0.643,0.646273,-0.00461866,-0.000335137
2.934,0,-0.170332,0,0.0168587,0,-0.0177539,0,0.0104838,-0.052247,0.643,0.646282,-0.00460479,-0.000330526
2.936,0,-0.167958,0,0.0168505,0,-0.0152201,0,0.0103784,-0.0514877,0.643,0.646294,-0.00459497,-0.000333015
2.938,0,-0.165524,0,0.0168202,0,-0.0130317,0,0.010276,-0.0507143,0.643,0.646308,-0.00459302,-0.000346
2.94,0,-0.163015,0,0.0168081,0,-0.0111813,0,0.0101764,-0.0499238,0.643,0.646324,-0.00460211,-0.00037253
2.942,0,-0.160331,0,0.0169381,0,-0.00951658,0,0.0100784,-0.0491121,0.643,0.646342,-0.00462488,-0.00039178
2.944,0,-0.158207,0,0.0164374,0,-0.00837335,0,0.00998352,-0.0482959,0.643,0.646363,-0.00464081,-0.000396313
2.946,0,-0.155985,0,0.0159229,0,-0.00740664,0,0.00989291,-0.0474926,0.643,0.646389,-0.00464292,-0.000391181
2.948,0,-0.153675,0,0.0153988,0,-0.00659201,0,0.0098063,-0.0466972,0.643,0.646419,-0.00463673,-0.000381116
2.95,0,-0.151286,0,0.014829,0,-0.00596514,0,0.00972366,-0.0459052,0.643,0.646453,-0.00462683,-0.000370308
2.952,0,-0.148827,0,0.0142594,0,-0.00544343,0,0.00964498,-0.0451129,0.643,0.64649,-0.00461733,-0.000362419
2.954,0,-0.146307,0,0.0136927,0,-0.00501299,0,0.00957007,-0.0443171,0.643,0.64653,-0.00461186,-0.000360649
2.956,0,-0.143732,0,0.0131304,0,-0.00466138,0,0.0094988,-0.0435154,0.643,0.646572,-0.00461358,-0.000367801
2.958,0,-0.14111,0,0.0125729,0,-0.00437734,0,0.00943108,-0.0427058,0.643,0.646617,-0.00462517,-0.000386354
2.96,0,-0.138323,0,0.0121723,0,-0.00397046,0,0.00936646,-0.0418862,0.643,0.646664,-0.00464884,-0.000401745
2.962,0,-0.135388,0,0.011618,0,-0.00389092,0,0.00930465,-0.0410513,0.643,0.646713,-0.00466537,-0.00041495
2.964,0,-0.133042,0,0.0106973,0,-0.00374625,0,0.00924703,-0.0402129,0.643,0.646764,-0.00466813,-0.000411337
2.966,0,-0.130615,0,0.00978107,0,-0.00361593,0,0.00919458,-0.0393831,0.643,0.646818,-0.00466223,-0.000401168
2.968,0,-0.128114,0,0.00887198,0,-0.00350201,0,0.00914701,-0.0385591,0.643,0.646876,-0.00465161,-0.000388113
2.97,0,-0.125548,0,0.00797254,0,-0.0034057,0,0.00910409,-0.0377388,0.643,0.646937,-0.00463985,-0.000375381
2.972,0,-0.122924,0,0.0070845,0,-0.00332731,0,0.00906565,-0.0369202,0.643,0.647,-0.00463012,-0.000365745
2.974,0,-0.120248,0,0.00620875,0,-0.00326633,0,0.00903156,-0.0361021,0.643,0.647065,-0.0046252,-0.000361603
2.976,0,-0.117572,0,0.00539203,0,-0.00328773,0,0.00900168,-0.0352834,0.643,0.647133,-0.00462744,-0.00036503
2.978,0,-0.114855,0,0.00458793,0,-0.00331195,0,0.00897588,-0.0344634,0.643,0.647201,-0.00463882,-0.00037783
2.98,0,-0.11206,0,0.00381742,0,-0.00333879,0,0.00895407,-0.0336415,0.643,0.647271,-0.00466093,-0.000401566
2.982,0,-0.109021,0,0.0031494,0,-0.00333508,0,0.00893571,-0.0328139,0.643,0.647342,-0.00467667,-0.000419497
2.984,0,-0.106442,0,0.0023675,0,-0.00326899,0,0.00892051,-0.0319832,0.643,0.647415,-0.00467993,-0.00042538
2.986,0,-0.103795,0,0.00161616,0,-0.00320945,0,0.00890828,-0.0311537,0.643,0.64749,-0.00467478,-0.000422651
2.988,0,-0.101086,0,0.000898641,0,-0.00315841,0,0.00889867,-0.0303246,0.643,0.647567,-0.00466435,-0.000414373
2.99,0,-0.098442,0,0.000254423,0,-0.00317531,0,0.00889136,-0.0294963,0.643,0.647645,-0.00465153,-0.00040328
2.992,0,-0.0957476,0,-0.000359584,0,-0.00318913,0,0.00888611,-0.0286693,0.643,0.647726,-0.00463883,-0.000391752
2.994,0,-0.0930073,0,-0.000960774,0,-0.00319923,0,0.00888288,-0.0278434,0.643,0.647808,-0.00462847,-0.000381831
2.996,0,-0.0902259,0,-0.00155002,0,-0.00320706,0,0.00888177,-0.0270188,0.643,0.647891,-0.00462233,-0.000375255
2.998,0,-0.0874078,0,-0.00212707,0,-0.00321373,0,0.00888286,-0.0261959,0.643,0.647975,-0.00462197,-0.000373503
3,0,-0.0845568,0,-0.00269216,0,-0.00321967,0,0.00888623,-0.0253749,0.643,0.648059,-0.00462872,-0.000377832
3.002,0,-0.0816766,0,-0.00324601,0,-0.00322476,0,0.00889196,-0.0245563,0.643,0.648145,-0.00464361,-0.000389303
3.004,0,-0.0792074,0,-0.00379633,0,-0.00331531,0,0.00890004,-0.0237343,0.643,0.64823,-0.00466716,-0.000408608
3.006,0,-0.076591,0,-0.004462,0,-0.00363454,0,0.00891091,-0.0229023,0.643,0.648316,-0.00468537,-0.000436264
3.008,0,-0.0738457,0,-0.00498129,0,-0.00362489,0,0.00892415,-0.0220611,0.643,0.648401,-0.00469281,-0.000458498
3.01,0,-0.071049,0,-0.00549329,0,-0.00361314,0,0.00893938,-0.0212121,0.643,0.648487,-0.00469217,-0.000469944
3.012,0,-0.0682062,0,-0.00599761,0,-0.00360047,0,0.00895649,-0.0203566,0.643,0.648573,-0.00468575,-0.000473116
3.014,0,-0.065322,0,-0.0064937,0,-0.00358743,0,0.00897546,-0.0194963,0.643,0.64866,-0.00467565,-0.000470259
3.016,0,-0.0626035,0,-0.00695489,0,-0.00361386,0,0.00899626,-0.0186342,0.643,0.648746,-0.00466372,-0.000463374
3.018,0,-0.0598493,0,-0.00740595,0,-0.00363101,0,0.00901884,-0.0177734,0.643,0.648833,-0.00465154,-0.000454199
3.02,0,-0.0570625,0,-0.00784665,0,-0.00364031,0,0.00904323,-0.0169152,0.643,0.64892,-0.00464046,-0.000444214
3.022,0,-0.0542458,0,-0.0082769,0,-0.00364286,0,0.00906941,-0.0160611,0.643,0.649008,-0.00463163,-0.000434667
3.024,0,-0.0518652,0,-0.00854455,0,-0.00282004,0,0.009097,-0.0152109,0.643,0.649095,-0.00462574,-0.000426551
3.026,0,-0.0494701,0,-0.00882773,0,-0.00238702,0,0.00912557,-0.0143671,0.643,0.649181,-0.00462331,-0.00042068
3.028,0,-0.0470548,0,-0.00911535,0,-0.00226301,0,0.00915506,-0.0135346,0.643,0.649266,-0.00462492,-0.000417741
3.03,0,-0.0447935,0,-0.00933559,0,-0.00231561,0,0.00918507,-0.0127168,0.643,0.649351,-0.00463099,-0.00041829
3.032,0,-0.0425008,0,-0.00952585,0,-0.00239318,0,0.00921466,-0.0119162,0.643,0.649435,-0.0046418,-0.000422759
3.034,0,-0.0401733,0,-0.0096887,0,-0.00248599,0,0.009243,-0.0111339,0.643,0.649518,-0.00465752,-0.000431463
3.036,0,-0.037738,0,-0.00994225,0,-0.00265121,0,0.0092701,-0.0103697,0.643,0.649601,-0.00467132,-0.000444596
3.038,0,-0.0351956,0,-0.0103173,0,-0.00281463,0,0.00929903,-0.00961991,0.643,0.649682,-0.00468898,-0.000462329
3.04,0,-0.0325952,0,-0.0106598,0,-0.00291754,0,0.00933058,-0.00888425,0.643,0.649763,-0.00469491,-0.000484667
3.042,0,-0.0298588,0,-0.0108376,0,-0.00286745,0,0.0093626,-0.00816142,0.643,0.649842,-0.00469525,-0.000502694
3.044,0,-0.0276948,0,-0.0107278,0,-0.0027682,0,0.00939143,-0.00745144,0.643,0.649919,-0.00469107,-0.000513049
3.046,0,-0.0254746,0,-0.0106318,0,-0.0026651,0,0.00941514,-0.00675529,0.643,0.649995,-0.00468339,-0.000517414
3.048,0,-0.0232009,0,-0.0105465,0,-0.00255887,0,0.0094346,-0.00607449,0.643,0.650068,-0.00467325,-0.000517027
3.05,0,-0.0208762,0,-0.0104691,0,-0.00245014,0,0.00945056,-0.00541048,0.643,0.650138,-0.00466152,-0.000512993
3.052,0,-0.0185027,0,-0.0103976,0,-0.00233944,0,0.00946362,-0.00476453,0.643,0.650207,-0.00464892,-0.000506266
3.054,0,-0.0160822,0,-0.01033,0,-0.00222726,0,0.00947429,-0.00413779,0.643,0.650274,-0.00463606,-0.000497651
3.056,0,-0.0137584,0,-0.0102725,0,-0.00218595,0,0.00948294,-0.00353201,0.643,0.650339,-0.00462342,-0.000487819
3.058,0,-0.0113901,0,-0.0102156,0,-0.00213063,0,0.00948986,-0.00294877,0.643,0.650402,-0.00461138,-0.000477325
3.06,0,-0.00908765,0,-0.010159,0,-0.00205666,0,0.00949535,-0.00238892,0.643,0.650464,-0.00460024,-0.000466612
3.062,0,-0.00676157,0,-0.0101019,0,-0.0019732,0,0.00949967,-0.00185335,0.643,0.650524,-0.00459022,-0.000456039
3.064,0,-0.00452646,0,-0.00987596,0,-0.0017756,0,0.00950297,-0.00132472,0.643,0.650581,-0.00458125,-0.000445896
3.066,0,-0.00226178,0,-0.00965052,0,-0.00161399,0,0.00950543,-0.000787135,0.643,0.650632,-0.00457324,-0.000436409
3.068,0,3.18414e-05,0,-0.00942459,0,-0.00148049,0,0.0095072,-0.000243795,0.643,0.650678,-0.00456629,-0.000427721
3.07,0,0.00212911,0,-0.00920154,0,-0.0014491,0,0.00950839,0.000300906,0.643,0.650719,-0.00456046,-0.000419927
3.072,0,0.00425557,0,-0.0089758,0,-0.00141845,0,0.00950905,0.000842875,0.643,0.650756,-0.00455575,-0.00041308
3.074,0,0.00641102,0,-0.00874699,0,-0.00138721,0,0.00950931,0.00137975,0.643,0.650788,-0.00455214,-0.000407197
3.076,0,0.00859534,0,-0.00851478,0,-0.00135442,0,0.00950926,0.00190939,0.643,0.650816,-0.00454959,-0.000402269
3.078,0,0.0108085,0,-0.00827889,0,-0.00131944,0,0.00950898,0.00242989,0.643,0.65084,-0.00454803,-0.000398264
3.08,0,0.0130506,0,-0.00803911,0,-0.00128187,0,0.00950853,0.00293958,0.643,0.650861,-0.00454737,-0.000395137
3.082,0,0.0150962,0,-0.00780537,0,-0.00130549,0,0.00950793,0.00343543,0.643,0.650878,-0.00454751,-0.00039283
3.084,0,0.0169856,0,-0.00742449,0,-0.00113212,0,0.00950725,0.00392309,0.643,0.65089,-0.00454817,-0.000391252
3.086,0,0.0189012,0,-0.00704521,0,-0.000984433,0,0.00950662,0.00440915,0.643,0.650899,-0.00454906,-0.000390306
3.088,0,0.020843,0,-0.00666692,0,-0.000856687,0,0.00950601,0.00489098,0.643,0.650903,-0.00455013,-0.000389904
3.09,0,0.022835,0,-0.00629388,0,-0.000753686,0,0.00950545,0.00536617,0.643,0.650903,-0.00455134,-0.000389959
3.092,0,0.0249065,0,-0.00593101,0,-0.0006802,0,0.00950496,0.00583244,0.643,0.6509,-0.00455269,-0.000390382
3.094,0,0.0270508,0,-0.00557585,0,-0.000626068,0,0.00950459,0.0062878,0.643,0.650893,-0.00455421,-0.000391088
3.096,0,0.0290065,0,-0.00524335,0,-0.000656408,0,0.0095043,0.00672883,0.643,0.650883,-0.00455593,-0.000392002
3.098,0,0.0310579,0,-0.00490204,0,-0.000658611,0,0.00950404,0.00715243,0.643,0.65087,-0.00455784,-0.000393094
3.1,0,0.0331749,0,-0.0045483,0,-0.00062903,0,0.0095038,0.00755772,0.643,0.650856,-0.00455987,-0.000394343
3.102,0,0.0353463,0,-0.00418401,0,-0.000575088,0,0.00950354,0.00794421,0.643,0.650839,-0.00456197,-0.000395739
3.104,0,0.0375428,0,-0.00366837,0,0.000390992,0,0.00950336,0.00832126,0.643,0.65082,-0.00456397,-0.000397259
3.106,0,0.0397535,0,-0.00316011,0,0.00129533,0,0.00950333,0.00869754,0.643,0.650799,-0.00456574,-0.000398861
3.108,0,0.0419889,0,-0.00267794,0,0.00213204,0,0.00950346,0.00907149,0.643,0.650774,-0.00456728,-0.000400462
3.11,0,0.0439822,0,-0.00233888,0,0.0019415,0,0.00950371,0.00944026,0.643,0.650748,-0.00456861,-0.000402003
3.112,0,0.0460059,0,-0.00202827,0,0.00169898,0,0.00950408,0.00980115,0.643,0.65072,-0.00456977,-0.00040344
3.114,0,0.0480607,0,-0.00172533,0,0.00146608,0,0.00950457,0.0101535,0.643,0.650692,-0.00457078,-0.000404756
3.116,0,0.0501433,0,-0.0014344,0,0.00127294,0,0.00950515,0.0104967,0.643,0.650662,-0.00457166,-0.000405945
3.118,0,0.0522496,0,-0.00118784,0,0.00109194,0,0.00950585,0.01083,0.643,0.650633,-0.00457238,-0.000407008
3.12,0,0.0543744,0,-0.000975128,0,0.00092238,0,0.00950666,0.0111528,0.643,0.650603,-0.00457294,-0.000407947
3.122,0,0.0565166,0,-0.000753248,0,0.000787663,0,0.00950754,0.0114642,0.643,0.650573,-0.00457331,-0.000408766
3.124,0,0.0582477,0,-0.000526981,0,0.000751243,0,0.00950849,0.0117656,0.643,0.650544,-0.00457344,-0.000409451
3.126,0,0.0599937,0,-0.000292384,0,0.00073009,0,0.00950951,0.0120577,0.643,0.650516,-0.00457331,-0.000409992
3.128,0,0.0617539,0,-5.09629e-05,0,0.000722522,0,0.00951053,0.0123388,0.643,0.65049,-0.00457292,-0.00041039
3.13,0,0.0635274,0,0.000195926,0,0.000727086,0,0.00951149,0.0126076,0.643,0.650464,-0.00457227,-0.000410654
3.132,0,0.0653132,0,0.000446745,0,0.000742466,0,0.00951238,0.0128627,0.643,0.650441,-0.00457138,-0.000410798
3.134,0,0.0671089,0,0.000698076,0,0.000767216,0,0.00951316,0.0131027,0.643,0.650419,-0.00457028,-0.000410831
3.136,0,0.0686923,0,0.000929035,0,0.000716827,0,0.00951381,0.0133251,0.643,0.650399,-0.00456901,-0.000410769
3.138,0,0.0702865,0,0.00116065,0,0.000690159,0,0.00951429,0.0135277,0.643,0.650381,-0.00456762,-0.000410632
3.14,0,0.0718916,0,0.00139263,0,0.000683787,0,0.00951463,0.0137095,0.643,0.650366,-0.00456615,-0.000410447
3.142,0,0.0735079,0,0.00162471,0,0.000694802,0,0.00951484,0.0138698,0.643,0.650352,-0.00456469,-0.000410251
3.144,0,0.0750787,0,0.00187152,0,0.00107896,0,0.00951496,0.0140185,0.643,0.650341,-0.00456325,-0.000410032
3.146,0,0.0766536,0,0.00211122,0,0.00139464,0,0.00951506,0.0141646,0.643,0.65033,-0.0045619,-0.000409794
3.148,0,0.0782325,0,0.00234401,0,0.00164508,0,0.0095151,0.0143056,0.643,0.65032,-0.0045607,-0.000409616
3.15,0,0.0795738,0,0.00252799,0,0.00154032,0,0.00951504,0.0144377,0.643,0.650312,-0.00455977,-0.000409585
3.152,0,0.0809332,0,0.00271437,0,0.0014627,0,0.00951483,0.0145576,0.643,0.650305,-0.00455918,-0.000409793
3.154,0,0.0823184,0,0.00290335,0,0.00140735,0,0.00951448,0.0146642,0.643,0.650299,-0.00455906,-0.000410337
3.156,0,0.0837082,0,0.0030936,0,0.00137507,0,0.00951401,0.0147558,0.643,0.650295,-0.0045595,-0.000411318
3.158,0,0.0851502,0,0.0032871,0,0.00135527,0,0.0095134,0.0148315,0.643,0.650292,-0.00456062,-0.000412843
3.16,0,0.0866819,0,0.00348531,0,0.00133884,0,0.00951267,0.0148932,0.643,0.650291,-0.00456253,-0.000415023
3.162,0,0.0881297,0,0.00366948,0,0.00122339,0,0.00951177,0.014943,0.643,0.650291,-0.00456533,-0.00041797
3.164,0,0.0892783,0,0.00382943,0,0.00127794,0,0.00951071,0.0149875,0.643,0.650292,-0.00456913,-0.000421767
3.166,0,0.0904367,0,0.00398887,0,0.00132786,0,0.00950954,0.0150303,0.643,0.650292,-0.00457405,-0.000426516
3.168,0,0.0916126,0,0.00414848,0,0.0013748,0,0.00950825,0.0150684,0.643,0.650293,-0.00458022,-0.000432392
3.17,0,0.0928416,0,0.00431043,0,0.00141502,0,0.00950685,0.0151004,0.643,0.650293,-0.00458781,-0.000439572
3.172,0,0.0941434,0,0.0044759,0,0.00144647,0,0.00950533,0.0151267,0.643,0.650293,-0.00459698,-0.000448237
3.174,0,0.0955149,0,0.00464484,0,0.00147047,0,0.00950369,0.0151479,0.643,0.650293,-0.00460786,-0.000458573
3.176,0,0.0967101,0,0.00479173,0,0.0013949,0,0.0095019,0.0151638,0.643,0.650294,-0.00462063,-0.000470772
3.178,0,0.0979157,0,0.00494064,0,0.00134061,0,0.00949996,0.0151726,0.643,0.650294,-0.00463543,-0.000485032
3.18,0,0.0991115,0,0.00509044,0,0.00130974,0,0.00949787,0.0151711,0.643,0.650294,-0.00465243,-0.000501558
3.182,0,0.100297,0,0.0052422,0,0.0013011,0,0.00949565,0.0151561,0.643,0.650294,-0.0046718,-0.000520563
3.184,0,0.101305,0,0.00540006,0,0.00142127,0,0.00949327,0.0151357,0.643,0.650294,-0.00469369,-0.000542287
3.186,0,0.102345,0,0.0055632,0,0.00157094,0,0.00949073,0.0151193,0.643,0.650292,-0.00471829,-0.000566983
3.188,0,0.10331,0,0.00574606,0,0.00195007,0,0.00948813,0.0151061,0.643,0.650288,-0.00473703,-0.000585648
3.19,0,0.104077,0,0.00587146,0,0.0018886,0,0.0094855,0.0150953,0.643,0.650283,-0.00474653,-0.000594831
3.192,0,0.104871,0,0.00599771,0,0.00183152,0,0.00948284,0.0150862,0.643,0.650276,-0.00474831,-0.000596302
3.194,0,0.105695,0,0.00612379,0,0.00177765,0,0.00948016,0.0150782,0.643,0.650268,-0.00474374,-0.000591594
3.196,0,0.106534,0,0.00624885,0,0.00172923,0,0.00947745,0.0150706,0.643,0.650258,-0.0047341,-0.000582089
3.198,0,0.107358,0,0.00637167,0,0.001691,0,0.00947471,0.0150613,0.643,0.650248,-0.0047206,-0.000569023
3.2,0,0.108167,0,0.00649265,0,0.00166335,0,0.00947193,0.0150475,0.643,0.650237,-0.00470433,-0.000553488
3.202,0,0.108962,0,0.00661209,0,0.00164668,0,0.00946911,0.0150266,0.643,0.650226,-0.0046863,-0.000536445
3.204,0,0.109356,0,0.00664168,0,0.00161596,0,0.00946625,0.015004,0.643,0.650213,-0.00466738,-0.000518652
3.206,0,0.109786,0,0.00667498,0,0.00158096,0,0.00946339,0.0149858,0.643,0.650199,-0.00464838,-0.000500779
3.208,0,0.110255,0,0.00671249,0,0.00154276,0,0.00946052,0.0149708,0.643,0.650184,-0.00463004,-0.000483543
3.21,0,0.110766,0,0.00675459,0,0.00150226,0,0.00945763,0.0149582,0.643,0.650167,-0.00461304,-0.00046759
3.212,0,0.111286,0,0.00679917,0,0.00146685,0,0.00945472,0.0149463,0.643,0.650148,-0.00459798,-0.000453513
3.214,0,0.111778,0,0.00684406,0,0.00144401,0,0.00945179,0.0149315,0.643,0.650129,-0.00458544,-0.000441862
3.216,0,0.111994,0,0.00686841,0,0.0013911,0,0.0094488,0.0149077,0.643,0.650109,-0.0045759,-0.00043315
3.218,0,0.112186,0,0.00689365,0,0.00136348,0,0.00944575,0.0148691,0.643,0.650088,-0.00456984,-0.000427864
3.22,0,0.112354,0,0.00691943,0,0.00136015,0,0.00944263,0.0148119,0.643,0.650068,-0.00456767,-0.000426464
3.222,0,0.1125,0,0.00694541,0,0.00138011,0,0.00943943,0.0147325,0.643,0.650048,-0.00456975,-0.00042939
3.224,0,0.112887,0,0.00694687,0,0.00142562,0,0.00943614,0.0146454,0.643,0.650027,-0.00457651,-0.000437087
3.226,0,0.113233,0,0.00694698,0,0.00146749,0,0.00943277,0.0145639,0.643,0.650005,-0.00458832,-0.000449976
3.228,0,0.11354,0,0.00694583,0,0.00151123,0,0.00942932,0.0144822,0.643,0.649981,-0.00460541,-0.000468445
3.23,0,0.113617,0,0.00695167,0,0.00140049,0,0.00942567,0.0143938,0.643,0.649957,-0.00462801,-0.000492879
3.232,0,0.113642,0,0.00695644,0,0.00134569,0,0.00942161,0.014297,0.643,0.649932,-0.00464739,-0.00051129
3.234,0,0.113648,0,0.00694328,0,0.00135007,0,0.00941737,0.0141912,0.643,0.649907,-0.00466332,-0.00051904
3.236,0,0.113634,0,0.00692373,0,0.0013656,0,0.00941303,0.0140742,0.643,0.649882,-0.00466744,-0.000518373
3.238,0,0.1136,0,0.0068993,0,0.00139129,0,0.00940868,0.0139439,0.643,0.649857,-0.00466478,-0.000511298
3.24,0,0.113543,0,0.00687121,0,0.00142671,0,0.00940434,0.0137979,0.643,0.649833,-0.00465691,-0.000499644
3.242,0,0.113348,0,0.00683486,0,0.00136392,0,0.00939998,0.0136338,0.643,0.649809,-0.00464534,-0.000485046
3.244,0,0.113516,0,0.00684236,0,0.00127667,0,0.0093954,0.0134713,0.643,0.649785,-0.00463148,-0.000469029
3.246,0,0.113636,0,0.0068482,0,0.00119392,0,0.00939049,0.0133282,0.643,0.64976,-0.0046166,-0.00045293
3.248,0,0.113706,0,0.00685317,0,0.00111939,0,0.0093853,0.013199,0.643,0.649735,-0.00460182,-0.000437843
3.25,0,0.113728,0,0.00685791,0,0.00105617,0,0.00937986,0.0130781,0.643,0.649709,-0.00458814,-0.000424751
3.252,0,0.113702,0,0.00686286,0,0.00100676,0,0.00937418,0.0129602,0.643,0.649683,-0.00457647,-0.000414538
3.254,0,0.113628,0,0.00686834,0,0.000973208,0,0.00936829,0.0128399,0.643,0.649658,-0.00456762,-0.000408009
3.256,0,0.113248,0,0.00684747,0,0.000935222,0,0.00936221,0.0127101,0.643,0.649633,-0.00456232,-0.000405898
3.258,0,0.112824,0,0.00682806,0,0.000922597,0,0.00935596,0.0125637,0.643,0.649609,-0.00456123,-0.000408886
3.26,0,0.112357,0,0.00680995,0,0.00093496,0,0.00934952,0.0123961,0.643,0.649587,-0.00456492,-0.000417606
3.262,0,0.11185,0,0.00679293,0,0.000971897,0,0.00934287,0.0122031,0.643,0.649567,-0.00457391,-0.000432651
3.264,0,0.11172,0,0.00683151,0,0.000958782,0,0.00933586,0.0120027,0.643,0.649548,-0.00458874,-0.000454699
3.266,0,0.111487,0,0.00698122,0,0.000736651,0,0.00932813,0.0118132,0.643,0.649529,-0.00460979,-0.000473449
3.268,0,0.111181,0,0.00719727,0,0.000553023,0,0.00931897,0.0116304,0.643,0.64951,-0.0046372,-0.000488941
3.27,0,0.110862,0,0.00723853,0,0.000619374,0,0.00930905,0.0114517,0.643,0.649491,-0.00465889,-0.000491114
3.272,0,0.110501,0,0.0072703,0,0.000678599,0,0.00929889,0.0112745,0.643,0.649474,-0.00467002,-0.000486306
3.274,0,0.110096,0,0.00729485,0,0.000733913,0,0.00928856,0.0110948,0.643,0.649458,-0.00467272,-0.000476559
3.276,0,0.109647,0,0.007314,0,0.000788427,0,0.00927811,0.010909,0.643,0.649443,-0.00466886,-0.000463717
3.278,0,0.108954,0,0.00728493,0,0.000718954,0,0.00926761,0.0107124,0.643,0.64943,-0.00466024,-0.000449418
3.28,0,0.108231,0,0.00725547,0,0.000674475,0,0.00925712,0.0105008,0.643,0.64942,-0.00464853,-0.00043511
