t, vel_x_des, vel_x_act, vel_y_des, vel_y_act, w_des, w_act, zero, roll, pitch, height_target, height, z_left, z_right
18.162,0,-0.141312,0,0.10023,0,1.2761,0,2.75815,0.187032,0.643,0.173738,0.687578,-0.0174096
18.164,0,-0.142002,0,0.102527,0,1.22853,0,2.75732,0.18529,0.643,0.174301,0.685461,-0.0174923
18.166,0,-0.142371,0,0.105066,0,1.18294,0,2.75639,0.183553,0.643,0.174852,0.683214,-0.0176152
18.168,0,-0.142504,0,0.107875,0,1.13875,0,2.75536,0.181821,0.643,0.175393,0.680829,-0.0177794
18.17,0,-0.142426,0,0.110945,0,1.096,0,2.75423,0.180097,0.643,0.175924,0.678304,-0.0179855
18.172,0,-0.142158,0,0.11426,0,1.05472,0,2.75301,0.178381,0.643,0.176446,0.675632,-0.0182337
18.174,0,-0.141713,0,0.117818,0,1.01491,0,2.75169,0.176674,0.643,0.17696,0.672809,-0.0185244
18.176,0,-0.141102,0,0.121615,0,0.976535,0,2.75028,0.174977,0.643,0.177465,0.669832,-0.0188577
18.178,0,-0.140332,0,0.125651,0,0.939584,0,2.74877,0.173291,0.643,0.177964,0.666695,-0.0192338
18.18,0,-0.139407,0,0.129924,0,0.904023,0,2.74717,0.171615,0.643,0.178456,0.663396,-0.0196525
18.182,0,-0.13833,0,0.134433,0,0.869819,0,2.74547,0.169951,0.643,0.178943,0.65993,-0.0201138
18.184,0,-0.137099,0,0.139177,0,0.836937,0,2.74369,0.168299,0.643,0.179425,0.656294,-0.0206175
18.186,0,-0.135715,0,0.144154,0,0.805339,0,2.74181,0.166659,0.643,0.179902,0.652485,-0.0211633
18.188,0,-0.134174,0,0.149364,0,0.774986,0,2.73985,0.165031,0.643,0.180376,0.648499,-0.0217509
18.19,0,-0.132446,0,0.154809,0,0.745744,0,2.7378,0.163417,0.643,0.180847,0.644335,-0.0223799
18.192,0,-0.130339,0,0.160521,0,0.716929,0,2.73566,0.161814,0.643,0.181314,0.639989,-0.0230502
18.194,0,-0.126888,0,0.166703,0,0.685677,0,2.73344,0.160224,0.643,0.18178,0.63546,-0.0237617
18.196,0,-0.118261,0,0.174215,0,0.641576,0,2.73111,0.158644,0.643,0.182237,0.630744,-0.0245245
18.198,0,-0.109588,0,0.181912,0,0.600549,0,2.72869,0.157076,0.643,0.182686,0.62584,-0.0253437
18.2,0,-0.100859,0,0.189781,0,0.562478,0,2.72616,0.155523,0.643,0.183124,0.620746,-0.026219
18.202,0,-0.0920651,0,0.197809,0,0.527242,0,2.72353,0.153989,0.643,0.183553,0.615461,-0.0271501
18.204,0,-0.083197,0,0.20598,0,0.494723,0,2.72081,0.152476,0.643,0.183972,0.609984,-0.0281369
18.206,0,-0.0742463,0,0.214279,0,0.464805,0,2.71799,0.150987,0.643,0.184382,0.604313,-0.0291789
18.208,0,-0.0652309,0,0.22268,0,0.437422,0,2.71509,0.149523,0.643,0.184781,0.598449,-0.0302757
18.21,0,-0.0562697,0,0.231055,0,0.412191,0,2.71211,0.148089,0.643,0.185171,0.592392,-0.0314264
18.212,0,-0.0472517,0,0.239374,0,0.388444,0,2.70905,0.146684,0.643,0.18555,0.58614,-0.0326301
18.214,0,-0.0360933,0,0.2513,0,0.358699,0,2.7059,0.14531,0.643,0.185919,0.579695,-0.0338856
18.216,0,-0.0158024,0,0.278602,0,0.295296,0,2.70267,0.143928,0.643,0.186299,0.572961,-0.0351818
18.218,0,-0.00388455,0,0.294834,0,0.123995,0,2.6995,0.142405,0.643,0.186701,0.565917,-0.0363705
18.22,0,0.00600646,0,0.307313,0,-0.0578683,0,2.69664,0.140522,0.643,0.187132,0.558592,-0.0374455
18.222,0,0.0156013,0,0.318343,0,-0.217798,0,2.69409,0.138334,0.643,0.187583,0.551014,-0.0382684
18.224,0,0.0251567,0,0.32829,0,-0.36406,0,2.6918,0.135885,0.643,0.188048,0.5432,-0.0389211
18.226,0,0.0346916,0,0.337365,0,-0.497969,0,2.68974,0.133205,0.643,0.188521,0.535165,-0.0394303
18.228,0,0.0442159,0,0.345731,0,-0.620683,0,2.68787,0.13032,0.643,0.188999,0.526921,-0.0398183
18.23,0,0.0602038,0,0.310343,0,-0.74754,0,2.68658,0.127041,0.643,0.189415,0.518808,-0.0398743
18.232,0,0.0766329,0,0.27016,0,-0.882015,0,2.68656,0.123001,0.643,0.189651,0.510856,-0.0396178
18.234,0,0.0920118,0,0.234236,0,-1.01706,0,2.68758,0.118276,0.643,0.189726,0.5034,-0.0388446
18.236,0,0.106178,0,0.202542,0,-1.14719,0,2.68949,0.112934,0.643,0.189654,0.496268,-0.0377008
18.238,0,0.119052,0,0.174909,0,-1.2692,0,2.69212,0.107039,0.643,0.18945,0.48942,-0.0362363
18.24,0,0.130612,0,0.151083,0,-1.38145,0,2.69534,0.100649,0.643,0.189126,0.482816,-0.034496
18.242,0,0.140877,0,0.130754,0,-1.48329,0,2.69905,0.0938218,0.643,0.188696,0.476422,-0.0325199
18.244,0,0.149897,0,0.113593,0,-1.57476,0,2.70314,0.0866059,0.643,0.18817,0.470204,-0.0303441
18.246,0,0.157732,0,0.0992697,0,-1.65633,0,2.70754,0.0790474,0.643,0.187556,0.46413,-0.0280004
18.248,0,0.164453,0,0.0874675,0,-1.72872,0,2.71218,0.0711876,0.643,0.186864,0.458175,-0.0255174
18.25,0,0.170075,0,0.0778512,0,-1.79189,0,2.717,0.0630638,0.643,0.186101,0.452312,-0.0229203
18.252,0,0.174333,0,0.0699368,0,-1.8418,0,2.72196,0.0547129,0.643,0.185272,0.44652,-0.0202316
18.254,0,0.177647,0,0.0637137,0,-1.8847,0,2.72702,0.0461675,0.643,0.184384,0.44078,-0.017471
18.256,0,0.180144,0,0.0589889,0,-1.92209,0,2.73214,0.0374537,0.643,0.183442,0.435074,-0.0146561
18.258,0,0.181712,0,0.055381,0,-1.95091,0,2.7373,0.0285957,0.643,0.182448,0.429388,-0.0118021
18.26,0,0.182338,0,0.0526482,0,-1.97041,0,2.74248,0.01962,0.643,0.181408,0.423707,-0.0089225
18.262,0,0.175724,0,0.140456,0,-1.88708,0,2.74765,0.0106297,0.643,0.180383,0.418124,-0.00597551
18.264,0,0.174554,0,0.227156,0,-1.74602,0,2.75279,0.00178596,0.643,0.17949,0.412643,-0.00296179
18.266,0,0.202907,0,0.255368,0,-1.37867,0,2.75819,-0.00620091,0.643,0.178766,0.407428,0.00027396
18.268,0,0.228595,0,0.273919,0,-1.05323,0,2.76395,-0.013107,0.643,0.178212,0.40244,0.00373834
18.27,0,0.251401,0,0.284554,0,-0.764335,0,2.77002,-0.0190844,0.643,0.177802,0.397644,0.00739881
18.272,0,0.271375,0,0.288889,0,-0.508074,0,2.77636,-0.0242637,0.643,0.177512,0.393009,0.0112273
18.274,0,0.288739,0,0.288385,0,-0.281559,0,2.78291,-0.0287571,0.643,0.177321,0.388507,0.0151987
18.276,0,0.304949,0,0.286189,0,-0.0932226,0,2.78963,-0.032666,0.643,0.177212,0.384117,0.0192901
18.278,0,0.320402,0,0.2835,0,0.0582315,0,2.7965,-0.036085,0.643,0.177171,0.379818,0.0234813
18.28,0,0.334953,0,0.280478,0,0.178866,0,2.80348,-0.0390949,0.643,0.177186,0.375596,0.027754
18.282,0,0.34854,0,0.27724,0,0.273781,0,2.81054,-0.0417637,0.643,0.177247,0.371438,0.032092
18.284,0,0.361141,0,0.273886,0,0.347314,0,2.81767,-0.0441483,0.643,0.177344,0.367329,0.036481
18.286,0,0.372806,0,0.27054,0,0.402917,0,2.82486,-0.0462966,0.643,0.177468,0.363259,0.0409086
18.288,0,0.383793,0,0.267515,0,0.442371,0,2.83207,-0.0482491,0.643,0.177612,0.359217,0.045364
18.29,0,0.393999,0,0.264688,0,0.469183,0,2.83932,-0.05004,0.643,0.177769,0.355193,0.0498375
18.292,0,0.40336,0,0.261951,0,0.486289,0,2.84658,-0.0516971,0.643,0.177934,0.351178,0.054321
18.294,0,0.411942,0,0.25933,0,0.495553,0,2.85384,-0.0532434,0.643,0.1781,0.347168,0.0588071
18.296,0,0.419814,0,0.256842,0,0.498513,0,2.86111,-0.054698,0.643,0.178265,0.343154,0.0632894
18.298,0,0.427045,0,0.254504,0,0.496433,0,2.86838,-0.0560763,0.643,0.178424,0.339133,0.0677625
18.3,0,0.433703,0,0.252326,0,0.490364,0,2.87563,-0.0573913,0.643,0.178573,0.3351,0.0722218
18.302,0,0.43985,0,0.250313,0,0.481181,0,2.88288,-0.0586533,0.643,0.17871,0.331052,0.0766635
18.304,0,0.445546,0,0.248467,0,0.469603,0,2.89012,-0.0598708,0.643,0.178832,0.326984,0.0810844
18.306,0,0.450844,0,0.246784,0,0.456227,0,2.89735,-0.0610505,0.643,0.178938,0.322894,0.0854818
18.308,0,0.455739,0,0.245291,0,0.441584,0,2.90456,-0.0621978,0.643,0.179025,0.31878,0.0898538
18.31,0,0.460023,0,0.243838,0,0.427578,0,2.91176,-0.0633176,0.643,0.179093,0.31464,0.0941989
18.312,0,0.463732,0,0.242408,0,0.414593,0,2.91895,-0.0644143,0.643,0.17914,0.310472,0.0985165
18.314,0,0.467204,0,0.241115,0,0.401289,0,2.92612,-0.0654908,0.643,0.179166,0.306274,0.102806
18.316,0,0.470498,0,0.239962,0,0.387731,0,2.93328,-0.0665486,0.643,0.17917,0.302045,0.107067
18.318,0,0.475849,0,0.241416,0,0.360461,0,2.94044,-0.067591,0.643,0.179152,0.29778,0.1113
18.32,0,0.48127,0,0.243202,0,0.33208,0,2.94758,-0.0686227,0.643,0.179111,0.293479,0.115507
18.322,0,0.486318,0,0.244721,0,0.306279,0,2.95473,-0.0696413,0.643,0.179047,0.289137,0.119689
18.324,0,0.490635,0,0.245775,0,0.284643,0,2.96187,-0.0706455,0.643,0.178962,0.284758,0.123846
18.326,0,0.494609,0,0.246683,0,0.264645,0,2.96901,-0.0716347,0.643,0.178853,0.280343,0.127979
18.328,0,0.498316,0,0.247502,0,0.245935,0,2.97616,-0.0726078,0.643,0.178721,0.275893,0.132088
18.33,0,0.501788,0,0.24825,0,0.228437,0,2.9833,-0.0735638,0.643,0.178566,0.27141,0.136173
18.332,0,0.505052,0,0.248944,0,0.212066,0,2.99044,-0.0745016,0.643,0.178387,0.266895,0.140235
18.334,0,0.508132,0,0.249598,0,0.196736,0,2.99759,-0.07542,0.643,0.178185,0.262349,0.144275
18.336,0,0.51105,0,0.250226,0,0.182357,0,3.00474,-0.0763178,0.643,0.17796,0.257773,0.148293
18.338,0,0.513824,0,0.25084,0,0.168841,0,3.0119,-0.0771937,0.643,0.177711,0.253169,0.152291
18.34,0,0.51647,0,0.25145,0,0.1561,0,3.01907,-0.0780464,0.643,0.177439,0.248537,0.156268
18.342,0,0.518999,0,0.252068,0,0.144047,0,3.02624,-0.0788748,0.643,0.177144,0.243879,0.160226
18.344,0,0.521425,0,0.252703,0,0.132598,0,3.03342,-0.0796775,0.643,0.176825,0.239196,0.164166
18.346,0,0.523756,0,0.253362,0,0.121673,0,3.04061,-0.0804533,0.643,0.176484,0.234487,0.168087
18.348,0,0.526,0,0.254055,0,0.111193,0,3.04781,-0.0812011,0.643,0.17612,0.229756,0.171993
18.35,0,0.528159,0,0.254792,0,0.101078,0,3.05503,-0.0819198,0.643,0.175733,0.225002,0.175882
18.352,0,0.530219,0,0.25559,0,0.0912398,0,3.06226,-0.0826082,0.643,0.175323,0.220226,0.179755
18.354,0,0.532169,0,0.256463,0,0.0816024,0,3.0695,-0.0832653,0.643,0.174891,0.215429,0.183615
18.356,0,0.534004,0,0.257423,0,0.0721033,0,3.07676,-0.0838902,0.643,0.174436,0.210611,0.18746
18.358,0,0.535725,0,0.258477,0,0.0626894,0,3.08403,-0.0844819,0.643,0.173958,0.205774,0.191292
18.36,0,0.537342,0,0.259628,0,0.0533201,0,3.09132,-0.0850395,0.643,0.173458,0.200918,0.195111
18.362,0,0.538878,0,0.260871,0,0.0439606,0,3.09863,-0.085562,0.643,0.172935,0.196043,0.198918
18.364,0,0.540353,0,0.262199,0,0.0345656,0,3.10596,-0.0860486,0.643,0.172389,0.19115,0.202713
18.366,0,0.541778,0,0.263613,0,0.0250969,0,3.1133,-0.0864981,0.643,0.171821,0.186239,0.206497
18.368,0,0.543162,0,0.265112,0,0.0155153,0,3.12067,-0.0869097,0.643,0.171231,0.181312,0.210271
18.37,0,0.544511,0,0.266698,0,0.00578159,0,3.12806,-0.0872825,0.643,0.170618,0.176369,0.214036
18.372,0,0.545826,0,0.268373,0,-0.00414201,0,3.13547,-0.0876156,0.643,0.169983,0.171411,0.217791
18.374,0,0.542377,0,0.26813,0,0.00647317,0,-3.1403,-0.0879291,0.643,0.169321,0.166429,0.221526
18.376,0,0.528667,0,0.248575,0,0.119459,0,-3.13298,-0.0880536,0.643,0.168781,0.161652,0.225306
18.378,0,0.516654,0,0.230301,0,0.210621,0,-3.12578,-0.087921,0.643,0.168427,0.157165,0.229148
18.38,0,0.506274,0,0.213796,0,0.283421,0,-3.11868,-0.0875776,0.643,0.168233,0.152945,0.233054
18.382,0,0.497264,0,0.198966,0,0.340941,0,-3.11168,-0.0870631,0.643,0.168177,0.14896,0.237017
18.384,0,0.489419,0,0.185702,0,0.385762,0,-3.10476,-0.0864112,0.643,0.168237,0.145182,0.241028
18.386,0,0.482568,0,0.173888,0,0.420064,0,-3.09791,-0.0856506,0.643,0.168396,0.141589,0.245083
18.388,0,0.476568,0,0.163407,0,0.445683,0,-3.09113,-0.0848056,0.643,0.168638,0.138159,0.249173
18.39,0,0.471301,0,0.154146,0,0.464162,0,-3.08441,-0.0838965,0.643,0.168951,0.134873,0.253294
18.392,0,0.466666,0,0.145995,0,0.476792,0,-3.07774,-0.0829404,0.643,0.169321,0.131714,0.257439
18.394,0,0.462579,0,0.138848,0,0.484657,0,-3.07113,-0.0819517,0.643,0.169739,0.128665,0.261604
18.396,0,0.458966,0,0.132608,0,0.488658,0,-3.06456,-0.0809422,0.643,0.170195,0.125714,0.265783
18.398,0,0.455774,0,0.127183,0,0.489549,0,-3.05803,-0.0799218,0.643,0.170682,0.122847,0.269973
18.4,0,0.452949,0,0.122486,0,0.48792,0,-3.05155,-0.0788983,0.643,0.171193,0.120054,0.274167
18.402,0,0.450434,0,0.118442,0,0.48431,0,-3.04511,-0.0778783,0.643,0.171721,0.117324,0.278363
18.404,0,0.448192,0,0.114979,0,0.479136,0,-3.0387,-0.0768672,0.643,0.172262,0.114649,0.282557
18.406,0,0.446188,0,0.112033,0,0.47274,0,-3.03233,-0.0758692,0.643,0.172812,0.112022,0.286745
18.408,0,0.444393,0,0.109544,0,0.465402,0,-3.02599,-0.0748875,0.643,0.173366,0.109435,0.290925
18.41,0,0.442782,0,0.107458,0,0.457348,0,-3.01968,-0.0739247,0.643,0.173922,0.106883,0.295095
18.412,0,0.441332,0,0.105728,0,0.448759,0,-3.01341,-0.0729828,0.643,0.174477,0.104361,0.299251
18.414,0,0.440025,0,0.104309,0,0.439779,0,-3.00717,-0.0720632,0.643,0.175028,0.101865,0.303392
18.416,0,0.438844,0,0.103163,0,0.430523,0,-3.00096,-0.0711668,0.643,0.175574,0.0993896,0.307516
18.418,0,0.437774,0,0.102254,0,0.421082,0,-2.99478,-0.0702942,0.643,0.176114,0.096933,0.31162
18.42,0,0.436804,0,0.101552,0,0.411523,0,-2.98864,-0.0694459,0.643,0.176645,0.0944918,0.315705
18.422,0,0.435923,0,0.101027,0,0.401902,0,-2.98252,-0.0686217,0.643,0.177167,0.0920638,0.319767
18.424,0,0.435121,0,0.100655,0,0.392257,0,-2.97643,-0.0678217,0.643,0.177679,0.0896469,0.323807
18.426,0,0.434391,0,0.100414,0,0.382617,0,-2.97036,-0.0670455,0.643,0.17818,0.0872393,0.327823
18.428,0,0.433726,0,0.100285,0,0.373004,0,-2.96433,-0.0662928,0.643,0.17867,0.0848398,0.331814
18.43,0,0.43312,0,0.100249,0,0.363432,0,-2.95833,-0.0655631,0.643,0.179149,0.082447,0.33578
18.432,0,0.432569,0,0.100293,0,0.353908,0,-2.95235,-0.0648557,0.643,0.179616,0.0800602,0.33972
18.434,0,0.432066,0,0.100403,0,0.344439,0,-2.9464,-0.0641701,0.643,0.180071,0.0776785,0.343633
18.436,0,0.431611,0,0.100501,0,0.334868,0,-2.94048,-0.0635054,0.643,0.180515,0.075302,0.34752
18.438,0,0.431197,0,0.100637,0,0.325347,0,-2.93458,-0.0628603,0.643,0.180947,0.0729302,0.351379
18.44,0,0.430823,0,0.100814,0,0.315903,0,-2.92872,-0.0622345,0.643,0.181368,0.0705633,0.355211
18.442,0,0.430485,0,0.101025,0,0.306532,0,-2.92288,-0.0616272,0.643,0.181777,0.0682007,0.359015
18.444,0,0.430182,0,0.101263,0,0.297228,0,-2.91706,-0.0610379,0.643,0.182175,0.0658422,0.362791
18.446,0,0.429912,0,0.101521,0,0.287984,0,-2.91128,-0.0604659,0.643,0.182563,0.0634876,0.366539
18.448,0,0.429674,0,0.101796,0,0.278795,0,-2.90552,-0.0599107,0.643,0.182939,0.0611368,0.370259
18.45,0,0.429467,0,0.102083,0,0.269655,0,-2.89979,-0.0593714,0.643,0.183305,0.0587897,0.373951
18.452,0,0.429289,0,0.102379,0,0.260558,0,-2.89408,-0.0588475,0.643,0.18366,0.0564463,0.377615
18.454,0,0.429138,0,0.102688,0,0.251501,0,-2.8884,-0.0583384,0.643,0.184004,0.0541066,0.381251
18.456,0,0.429012,0,0.10302,0,0.242481,0,-2.88274,-0.0578434,0.643,0.184339,0.0517705,0.384858
18.458,0,0.428906,0,0.103378,0,0.233495,0,-2.87711,-0.0573619,0.643,0.184663,0.049438,0.388437
18.46,0,0.428822,0,0.103763,0,0.224539,0,-2.8715,-0.0568932,0.643,0.184977,0.047109,0.391988
18.462,0,0.428756,0,0.104176,0,0.215611,0,-2.86592,-0.0564369,0.643,0.185281,0.0447833,0.395511
18.464,0,0.428709,0,0.104614,0,0.206705,0,-2.86037,-0.0559922,0.643,0.185575,0.042461,0.399006
18.466,0,0.428681,0,0.105073,0,0.197818,0,-2.85483,-0.0555587,0.643,0.18586,0.0401418,0.402473
18.468,0,0.428675,0,0.105543,0,0.188943,0,-2.84933,-0.0551356,0.643,0.186134,0.0378259,0.405912
18.47,0,0.428691,0,0.106014,0,0.180072,0,-2.84384,-0.0547223,0.643,0.1864,0.0355132,0.409323
18.472,0,0.428733,0,0.106477,0,0.171201,0,-2.83838,-0.0543183,0.643,0.186656,0.0332038,0.412706
18.474,0,0.4288,0,0.106927,0,0.162326,0,-2.83294,-0.053923,0.643,0.186903,0.0308978,0.416062
18.476,0,0.428894,0,0.107361,0,0.153444,0,-2.82753,-0.0535356,0.643,0.187141,0.0285954,0.41939
18.478,0,0.429015,0,0.107778,0,0.144554,0,-2.82213,-0.0531557,0.643,0.187371,0.0262965,0.422691
18.48,0,0.429162,0,0.108176,0,0.135654,0,-2.81676,-0.0527827,0.643,0.187592,0.0240015,0.425965
18.482,0,0.429336,0,0.108555,0,0.126744,0,-2.81141,-0.0524159,0.643,0.187806,0.0217103,0.429213
18.484,0,0.429536,0,0.108917,0,0.117821,0,-2.80609,-0.0520548,0.643,0.188012,0.0194231,0.432433
18.486,0,0.429761,0,0.109262,0,0.108884,0,-2.80078,-0.0516989,0.643,0.18821,0.0171398,0.435628
18.488,0,0.43001,0,0.109592,0,0.0999364,0,-2.7955,-0.0513476,0.643,0.188401,0.0148607,0.438796
18.49,0,0.430209,0,0.1099,0,0.0913864,0,-2.79023,-0.0510005,0.643,0.188584,0.0125857,0.441939
18.492,0,0.430234,0,0.110176,0,0.0838638,0,-2.78499,-0.0506569,0.643,0.188761,0.0103147,0.445056
18.494,0,0.430105,0,0.110422,0,0.0772459,0,-2.77977,-0.0503165,0.643,0.18893,0.00804782,0.448148
18.496,0,0.429847,0,0.110642,0,0.071373,0,-2.77456,-0.0499789,0.643,0.189094,0.00578487,0.451215
18.498,0,0.429516,0,0.110844,0,0.0659329,0,-2.76938,-0.0496435,0.643,0.18925,0.0035258,0.454257
18.5,0,0.429211,0,0.111042,0,0.0604104,0,-2.76421,-0.0493102,0.643,0.1894,0.00127056,0.457275
18.502,0,0.428941,0,0.111237,0,0.0547604,0,-2.75906,-0.0489785,0.643,0.189544,-0.000980957,0.460268
18.504,0,0.428706,0,0.111432,0,0.0489939,0,-2.75392,-0.048648,0.643,0.189682,-0.00322883,0.463237
18.506,0,0.428505,0,0.111628,0,0.0431204,0,-2.74881,-0.0483184,0.643,0.189814,-0.00547317,0.466183
18.508,0,0.428337,0,0.111827,0,0.0371479,0,-2.74371,-0.0479893,0.643,0.18994,-0.00771411,0.469104
18.51,0,0.428202,0,0.112031,0,0.0310832,0,-2.73863,-0.0476605,0.643,0.19006,-0.00995178,0.472002
18.512,0,0.428099,0,0.112241,0,0.0249323,0,-2.73356,-0.0473315,0.643,0.190174,-0.0121863,0.474876
18.514,0,0.428027,0,0.112457,0,0.0187001,0,-2.72851,-0.047002,0.643,0.190282,-0.014418,0.477728
18.516,0,0.427986,0,0.112683,0,0.0123909,0,-2.72347,-0.0466718,0.643,0.190385,-0.0166468,0.480556
18.518,0,0.427975,0,0.112918,0,0.00600814,0,-2.71845,-0.0463403,0.643,0.190482,-0.0188731,0.483361
18.52,0,0.427994,0,0.113163,0,-0.000445066,0,-2.71345,-0.0460074,0.643,0.190574,-0.0210969,0.486143
18.522,0,0.428041,0,0.113421,0,-0.00696625,0,-2.70846,-0.0456726,0.643,0.190659,-0.0233186,0.488903
18.524,0,0.428118,0,0.113691,0,-0.0135533,0,-2.70348,-0.0453357,0.643,0.19074,-0.0255382,0.49164
18.526,0,0.428222,0,0.113975,0,-0.0202047,0,-2.69852,-0.0449964,0.643,0.190814,-0.0277561,0.494354
18.528,0,0.428354,0,0.114273,0,-0.0269189,0,-2.69357,-0.0446542,0.643,0.190884,-0.0299724,0.497047
18.53,0,0.428514,0,0.114587,0,-0.0336948,0,-2.68863,-0.0443089,0.643,0.190947,-0.0321874,0.499717
18.532,0,0.428688,0,0.114914,0,-0.0404753,0,-2.68371,-0.0439602,0.643,0.191005,-0.0344013,0.502365
18.534,0,0.4287,0,0.115215,0,-0.0464211,0,-2.6788,-0.0436076,0.643,0.191058,-0.0366142,0.504992
18.536,0,0.423719,0,0.111299,0,-0.0609417,0,-2.67391,-0.0432298,0.643,0.191102,-0.038598,0.507582
18.538,0,0.418002,0,0.106765,0,-0.0793229,0,-2.66909,-0.0427841,0.643,0.191129,-0.0403578,0.510131
18.54,0,0.412521,0,0.102436,0,-0.0996996,0,-2.66432,-0.0422702,0.643,0.19114,-0.0416879,0.512623
18.542,0,0.407289,0,0.0983168,0,-0.121819,0,-2.6596,-0.0416876,0.643,0.191134,-0.0427282,0.515064
18.544,0,0.402311,0,0.0944085,0,-0.145457,0,-2.65494,-0.0410365,0.643,0.191112,-0.043522,0.517455
18.546,0,0.397588,0,0.0907074,0,-0.170414,0,-2.65034,-0.0403172,0.643,0.191073,-0.0441073,0.519795
18.548,0,0.393114,0,0.0872075,0,-0.196514,0,-2.64579,-0.0395303,0.643,0.191017,-0.0445166,0.522086
18.55,0,0.388879,0,0.0839005,0,-0.223604,0,-2.64129,-0.0386765,0.643,0.190944,-0.0447783,0.524327
18.552,0,0.384876,0,0.0807804,0,-0.251561,0,-2.63685,-0.0377567,0.643,0.190855,-0.0449169,0.526519
18.554,0,0.3811,0,0.0778664,0,-0.280432,0,-2.63245,-0.0367713,0.643,0.190749,-0.0449532,0.528664
18.556,0,0.377539,0,0.0751479,0,-0.310134,0,-2.62811,-0.0357209,0.643,0.190627,-0.0449054,0.530762
18.558,0,0.374178,0,0.0726099,0,-0.340517,0,-2.62382,-0.0346058,0.643,0.190489,-0.0447887,0.532815
18.56,0,0.371012,0,0.0702574,0,-0.371416,0,-2.61958,-0.0334268,0.643,0.190334,-0.0446162,0.534823
18.562,0,0.368011,0,0.068042,0,-0.402771,0,-2.61539,-0.0321848,0.643,0.190164,-0.0443992,0.536787
18.564,0,0.364483,0,0.0720972,0,-0.428798,0,-2.61125,-0.0308758,0.643,0.189971,-0.0441472,0.538701
18.566,0,0.361937,0,0.0690957,0,-0.462502,0,-2.60716,-0.0295013,0.643,0.189758,-0.043868,0.540574
18.568,0,0.359495,0,0.0663448,0,-0.496173,0,-2.60312,-0.0280662,0.643,0.189532,-0.0435684,0.542405
18.57,0,0.357147,0,0.0638164,0,-0.529807,0,-2.59913,-0.026571,0.643,0.189292,-0.0432539,0.544196
18.572,0,0.354882,0,0.0614862,0,-0.563399,0,-2.59518,-0.0250163,0.643,0.189038,-0.0429291,0.545949
18.574,0,0.352691,0,0.0593337,0,-0.596948,0,-2.59128,-0.0234025,0.643,0.18877,-0.0425979,0.547663
18.576,0,0.350568,0,0.0573412,0,-0.630452,0,-2.58743,-0.0217302,0.643,0.188488,-0.0422635,0.549341
18.578,0,0.348505,0,0.0554937,0,-0.663912,0,-2.58363,-0.0199997,0.643,0.188192,-0.0419284,0.550981
18.58,0,0.346497,0,0.0537782,0,-0.697328,0,-2.57987,-0.0182114,0.643,0.187882,-0.0415947,0.552585
18.582,0,0.343799,0,0.0597001,0,-0.724126,0,-2.57616,-0.0163606,0.643,0.187551,-0.041264,0.554143
18.584,0,0.342086,0,0.0569727,0,-0.759464,0,-2.5725,-0.0144483,0.643,0.1872,-0.0409377,0.555668
18.586,0,0.340392,0,0.0545286,0,-0.794441,0,-2.56888,-0.0124796,0.643,0.186837,-0.0406166,0.557157
18.588,0,0.338714,0,0.0523361,0,-0.829109,0,-2.56531,-0.0104546,0.643,0.186463,-0.0403015,0.558612
18.59,0,0.337052,0,0.050368,0,-0.863512,0,-2.56178,-0.00837336,0.643,0.186075,-0.0399929,0.560035
18.592,0,0.335428,0,0.048608,0,-0.897514,0,-2.55829,-0.00623609,0.643,0.185675,-0.0396911,0.561426
18.594,0,0.333929,0,0.0470674,0,-0.930531,0,-2.55485,-0.00404519,0.643,0.185263,-0.0393939,0.562785
18.596,0,0.332441,0,0.0456778,0,-0.963552,0,-2.55145,-0.00180156,0.643,0.184838,-0.0391003,0.564113
18.598,0,0.330027,0,0.0421823,0,-0.972081,0,-2.54809,0.000495531,0.643,0.184401,-0.0388106,0.565409
18.6,0,0.322602,0,0.029507,0,-0.865637,0,-2.54483,0.0026771,0.643,0.184014,-0.038526,0.566688
18.602,0,0.31465,0,0.0184358,0,-0.77064,0,-2.54168,0.00467894,0.643,0.183702,-0.0382469,0.567956
18.604,0,0.306709,0,0.00896318,0,-0.686123,0,-2.53863,0.00652398,0.643,0.183455,-0.0379731,0.569211
18.606,0,0.29898,0,0.00096194,0,-0.610892,0,-2.53568,0.00823197,0.643,0.183265,-0.0377046,0.570451
18.608,0,0.291496,0,-0.00575379,0,-0.543759,0,-2.53282,0.00981981,0.643,0.183122,-0.0374417,0.571676
18.61,0,0.284274,0,-0.0113504,0,-0.483686,0,-2.53004,0.0113019,0.643,0.183019,-0.0371842,0.572882
18.612,0,0.27732,0,-0.0159753,0,-0.42977,0,-2.52734,0.0126907,0.643,0.182949,-0.0369323,0.57407
18.614,0,0.27063,0,-0.0197585,0,-0.381225,0,-2.52471,0.0139966,0.643,0.182907,-0.0366859,0.575236
18.616,0,0.264199,0,-0.0228146,0,-0.337373,0,-2.52215,0.0152287,0.643,0.182888,-0.0364448,0.576381
18.618,0,0.258014,0,-0.0252451,0,-0.297609,0,-2.51965,0.0163948,0.643,0.182888,-0.0362089,0.577502
18.62,0,0.252058,0,-0.0271392,0,-0.261406,0,-2.51722,0.0175014,0.643,0.182903,-0.0359781,0.5786
18.622,0,0.246314,0,-0.0285753,0,-0.228304,0,-2.51485,0.0185543,0.643,0.18293,-0.0357521,0.579672
